CID	Activity	MolecularWeight	HeavyAtomCount	RotatableBondCount	Complexity	XLogP	TPSA	HBondDonorCount	HBondAcceptorCount
44587002	Active	505.600000	36	8	995.0	3.900	113.0	3	7
44587056	Active	477.600000	34	5	976.0	2.900	113.0	3	7
44587057	Active	475.500000	34	6	992.0	2.700	113.0	3	7
44587058	Active	491.600000	35	5	1020.0	3.000	113.0	3	7
44587059	Active	521.600000	37	7	1090.0	2.400	139.0	3	9
44587197	Active	491.600000	35	6	994.0	3.400	113.0	3	7
44587198	Active	505.600000	36	6	1040.0	3.600	113.0	3	7
44587199	Active	505.600000	36	6	1030.0	3.800	113.0	3	7
44587218	Active	519.600000	37	7	1050.0	4.100	113.0	3	7
44587219	Active	547.700000	39	7	1120.0	4.800	113.0	3	7
44587220	Active	503.600000	36	5	1040.0	3.300	113.0	3	7
44587248	Active	517.600000	37	5	1050.0	3.900	113.0	3	7
44587249	Active	569.700000	41	5	1220.0	4.700	113.0	3	7
44587250	Active	539.600000	39	6	1100.0	4.000	113.0	3	7
44587251	Active	539.600000	39	6	1100.0	4.000	113.0	3	7
44593549	Active	571.500000	39	9	973.0	2.5	156.0	3	11
45267345	Active	407.500000	30	2	760.0	2.6	49.8	1	4
45267349	Active	447.600000	33	3	893.0	3.7	49.8	1	4
45267360	Active	432.500000	32	3	908.0	2.9	55.8	1	4
45267605	Active	500.500000	36	8	727.0	5.1	70.4	2	8
45267606	Active	514.500000	37	8	757.0	5.5	70.4	2	8
45267615	Active	532.500000	38	8	796.0	5.6	70.4	2	9
45267900	Active	650.700000	47	7	1390.0	1.400	168.0	5	8
45268475	Active	529.500000	36	9	844.0	3.0	139.0	3	11
45268476	Active	552.500000	38	9	879.0	4.2	122.0	2	12
45268480	Active	536.500000	37	9	844.0	4.8	95.8	2	10
45268481	Active	518.600000	36	9	812.0	4.7	95.8	2	9
45268482	Active	468.500000	34	7	682.0	4.7	70.4	2	7
45268485	Active	496.500000	36	8	726.0	5.4	70.4	2	7
45268785	Active	906.100000	63	14	1890.0	1.500	271.0	7	11
45269091	Active	431.600000	32	3	899.0	2.5	49.8	1	4
45269348	Active	514.500000	37	8	765.0	5.5	70.4	2	8
45269354	Active	534.900000	37	8	769.0	5.8	70.4	2	8
45269632	Active	1235.500000	87	22	2720.0	0.900	368.0	10	14
45269633	Active	784.000000	54	12	1590.0	1.600	237.0	6	10
45269634	Active	895.000000	65	11	2010.0	1.300	236.0	7	10
45269951	Active	528.600000	36	3	967.0	4.6	71.8	1	9
45269952	Active	418.500000	31	3	867.0	2.4	55.8	1	4
45269958	Active	494.600000	37	4	1030.0	4.2	55.8	1	4
45270463	Active	1357.600000	96	24	3050.0	0.800	402.0	11	15
45270464	Active	772.900000	56	9	1700.0	1.400	202.0	6	9
45270774	Active	525.500000	37	3	996.0	4.2	49.8	1	9
45270779	Active	450.600000	32	3	864.0	4.1	71.8	1	4
45271025	Active	528.500000	38	8	783.0	5.9	70.4	2	8
45271294	Active	566.800000	38	8	1050.0	3.600	156.0	4	7
45271295	Active	1601.800000	114	28	3720.0	0.600	470.0	13	17
45271296	Active	1028.200000	72	16	2210.0	1.400	305.0	8	12
45271297	Active	1468.600000	107	23	3500.0	0.100	401.0	12	15
45271616	Active	446.600000	33	2	907.0	3.1	44.8	0	4
45272514	Active	562.600000	41	4	1160.0	5.0	55.8	1	7
45273046	Active	1758.100000	125	36	4030.0	0.700	503.0	14	19
45273047	Active	1479.700000	105	26	3380.0	0.700	436.0	12	16
45273048	Active	1150.400000	81	18	2530.0	1.300	339.0	9	13
45273374	Active	507.700000	38	4	1060.0	4.3	49.8	1	4
45273665	Active	496.500000	36	9	712.0	5.6	70.4	2	7
45273670	Active	500.500000	36	8	735.0	5.1	70.4	2	8
45486375	Active	420.500000	31	3	685.0	4.8	38.0	1	4
45486377	Active	434.500000	32	4	700.0	5.3	38.0	1	4
45486384	Active	416.500000	31	3	689.0	5.0	38.0	1	3
45486393	Active	408.600000	30	3	653.0	5.6	38.0	1	3
45486424	Active	416.500000	31	3	689.0	5.0	38.0	1	3
45486437	Active	436.900000	31	3	687.0	5.3	38.0	1	3
45486438	Active	422.600000	30	3	680.0	4.8	66.3	1	4
45486439	Active	382.500000	28	4	599.0	4.9	38.0	1	3
45486450	Active	422.600000	30	3	680.0	4.8	66.3	1	4
45486451	Active	443.000000	30	3	686.0	5.4	66.3	1	4
45486455	Active	444.600000	32	3	724.0	6.1	66.3	1	4
45486464	Active	409.500000	29	3	654.0	3.7	79.2	1	5
45486470	Active	352.400000	26	4	556.0	4.7	38.0	1	3
45486473	Active	408.500000	29	3	651.0	4.4	66.3	1	4
45486478	Active	382.500000	28	5	587.0	5.0	38.0	1	3
45789439	Active	471.600000	34	6	697.0	5.6	101.0	1	6
46237978	Active	362.800000	25	4	669.0	4.1	62.1	1	5
46237983	Active	361.400000	27	6	685.0	3.8	75.0	1	5
46832233	Active	539.500000	38	6	884.0	6.9	63.6	0	8
46832234	Active	553.600000	39	7	899.0	7.4	63.6	0	8
46832235	Active	553.600000	39	6	913.0	7.3	63.6	0	8
46832237	Active	477.500000	33	5	765.0	5.6	72.4	1	8
46832511	Active	525.500000	37	5	868.0	6.5	63.6	0	8
46832512	Active	595.500000	41	6	984.0	7.5	81.6	1	12
46832513	Active	541.500000	38	6	893.0	6.3	81.6	1	9
46832514	Active	579.500000	40	5	965.0	7.2	72.4	1	11
46832515	Active	517.500000	35	5	832.0	6.0	101.0	1	9
46861877	Active	388.400000	28	6	726.0	3.500	110.0	1	7
46883794	Active	417.200000	27	4	539.0	4.0	59.8	1	6
46883795	Active	417.200000	27	3	553.0	4.1	59.8	1	6
46883838	Active	342.800000	24	4	439.0	3.3	59.8	1	3
46883840	Active	342.800000	24	3	452.0	3.4	59.8	1	3
46883842	Active	349.200000	23	4	417.0	3.2	59.8	1	3
46883894	Active	328.800000	23	4	421.0	2.9	59.8	1	3
46883895	Active	328.800000	23	4	421.0	2.9	59.8	1	3
46883896	Active	300.740000	21	3	375.0	2.2	59.8	1	3
46883934	Active	437.900000	31	5	629.0	4.2	85.8	1	5
46883998	Active	437.900000	31	6	617.0	4.3	85.8	1	5
46883999	Active	487.000000	35	6	722.0	4.1	98.7	1	6
46884000	Active	471.900000	34	6	684.0	4.7	85.8	1	5
46884001	Active	471.900000	34	5	699.0	5.2	85.8	1	5
46884030	Active	449.900000	32	5	654.0	4.3	85.8	1	5
46884031	Active	486.000000	35	5	734.0	5.5	85.8	1	5
46888391	Active	404.300000	29	3	560.0	5.2	38.0	1	7
46888392	Active	336.300000	25	3	435.0	4.2	38.0	1	4
46888393	Active	350.400000	26	3	477.0	4.4	38.0	1	4
46888414	Active	400.400000	29	3	558.0	5.4	38.0	1	6
46888415	Active	455.200000	30	3	604.0	6.3	38.0	1	6
46888416	Active	400.400000	29	3	566.0	5.4	38.0	1	6
46888439	Active	420.800000	29	3	571.0	5.7	38.0	1	6
46888440	Active	411.400000	30	3	657.0	4.8	61.8	1	7
46888441	Active	438.800000	30	3	602.0	5.8	38.0	1	7
46888443	Active	429.300000	31	3	688.0	4.9	61.8	1	8
46888464	Active	400.400000	29	3	566.0	5.4	38.0	1	6
46888465	Active	404.300000	29	3	568.0	5.2	38.0	1	7
46888466	Active	420.800000	29	3	571.0	5.7	38.0	1	6
46888467	Active	455.200000	30	3	604.0	6.3	38.0	1	6
46888468	Active	421.800000	29	3	574.0	5.0	50.9	1	7
46888487	Active	418.400000	30	3	597.0	5.5	38.0	1	7
46914311	Active	330.800000	23	5	585.0	3.8	62.1	1	4
46914313	Active	344.800000	24	6	600.0	4.4	62.1	1	4
46914451	Active	348.800000	24	5	620.0	3.9	62.1	1	5
46914452	Active	374.710000	25	3	677.0	3.7	62.1	1	8
46914454	Active	386.800000	27	5	714.0	2.5	79.9	1	6
46914577	Active	386.800000	27	5	714.0	2.7	79.9	1	6
46914578	Active	387.800000	27	5	716.0	2.5	92.8	1	7
46914579	Active	388.800000	27	5	718.0	2.0	106.0	1	8
46914582	Active	388.800000	27	5	718.0	2.0	106.0	1	8
46937290	Active	396.400000	28	5	545.0	4.5	69.1	3	7
46938236	Active	405.400000	30	5	713.0	3.9	112.0	1	8
46938914	Active	426.400000	30	6	591.0	4.6	67.5	2	8
46938916	Active	396.400000	28	5	545.0	4.5	69.1	3	7
46939019	Active	468.500000	34	7	667.0	6.4	58.1	2	6
46939115	Active	470.500000	34	7	673.0	4.7	83.9	2	8
46939116	Active	454.500000	33	6	652.0	6.0	69.1	3	6
46939395	Active	410.400000	29	6	559.0	4.8	58.1	2	7
46939396	Active	410.400000	29	6	559.0	4.8	58.1	2	7
46943298	Active	352.500000	25	5	443.0	4.4	90.5	2	4
49652111	Inactive	481.700000	35	6	750.0	6.2	69.6	3	3
49652409	Inactive	495.700000	36	7	765.0	6.6	69.6	3	3
49836028	Active	370.400000	26	5	484.0	4.5	90.5	2	5
49851364	Active	352.500000	25	5	443.0	4.4	90.5	2	4
49851366	Active	370.400000	26	5	484.0	4.5	90.5	2	5
49851369	Active	431.300000	26	5	484.0	5.1	90.5	2	4
49851466	Active	353.400000	25	5	446.0	3.8	103.0	2	5
49851467	Active	371.400000	26	5	487.0	3.9	103.0	2	6
49851468	Active	432.300000	26	5	487.0	4.5	103.0	2	5
50925620	Active	431.700000	31	5	692.0	5.2	69.6	3	3
50938547	Active	484.600000	34	10	845.0	1.9	157.0	4	7
50942115	Active	354.900000	25	1	498.0	5.0	48.0	3	2
50942312	Active	465.500000	32	6	789.0	2.6	118.0	1	10
50993207	Active	550.800000	40	6	882.0	6.2	64.0	2	4
50993208	Inactive	460.700000	33	4	724.0	4.2	72.8	3	4
50993282	Inactive	495.700000	36	6	779.0	6.6	69.6	3	3
50993355	Inactive	373.600000	27	3	611.0	5.1	64.2	2	3
51346823	Active	342.400000	25	1	502.0	4.2	48.0	3	4
51347001	Active	503.500000	37	5	848.0	5.9	83.2	3	6
51347002	Active	503.500000	37	5	856.0	5.9	83.2	3	6
52918523	Active	654.700000	46	9	1210.0	4.1	146.0	2	10
52943487	Inactive	345.500000	25	1	582.0	4.5	64.2	2	3
53316621	Active	404.500000	28	6	606.0	3.7	89.8	1	7
53316851	Active	404.500000	28	6	606.0	3.7	89.8	1	7
53316852	Active	387.500000	27	6	574.0	2.9	103.0	1	7
53317029	Active	338.400000	25	1	498.0	4.5	48.0	3	3
53317030	Active	342.400000	25	1	502.0	4.2	48.0	3	4
53317031	Active	360.400000	26	1	533.0	4.3	48.0	3	5
53317043	Active	548.700000	39	10	917.0	5.1	140.0	4	7
53317044	Active	575.800000	41	9	934.0	5.9	108.0	3	7
53317045	Active	498.600000	35	10	876.0	2.3	157.0	4	7
53317533	Active	517.700000	37	9	841.0	6.3	96.4	3	6
53317966	Active	519.700000	37	9	821.0	6.5	96.4	3	6
53318166	Active	423.400000	29	7	625.0	3.8	103.0	1	9
53318167	Active	440.400000	30	6	665.0	2.9	94.5	1	9
53318659	Active	354.900000	25	1	498.0	5.0	48.0	3	2
53318680	Active	519.500000	38	6	867.0	6.0	92.4	3	7
53319309	Active	492.600000	35	8	770.0	5.7	93.6	2	6
53319310	Active	540.700000	37	8	959.0	5.0	127.0	2	7
53319665	Active	371.500000	28	2	650.0	4.5	71.8	3	3
53319666	Active	354.900000	25	1	498.0	5.0	48.0	3	2
53320355	Active	433.900000	30	3	654.0	5.3	66.2	3	5
53320607	Active	487.600000	35	7	847.0	5.5	108.0	2	6
53320608	Active	534.700000	38	10	878.0	4.7	140.0	4	7
53320971	Active	419.600000	31	4	658.0	5.4	69.6	3	4
53320972	Active	453.600000	34	5	706.0	5.9	69.6	3	4
53321440	Active	480.600000	34	7	757.0	5.9	84.4	2	6
53321674	Active	548.700000	39	10	909.0	5.1	140.0	4	7
53321685	Active	560.400000	38	5	856.0	7.4	75.4	3	6
53321912	Active	569.400000	38	8	794.0	6.4	70.4	2	8
53321913	Active	480.600000	34	7	765.0	5.9	84.4	2	6
53322135	Active	372.400000	26	6	542.0	3.2	89.8	1	6
53322300	Active	334.500000	25	1	492.0	4.8	48.0	3	2
53322303	Active	345.400000	26	1	581.0	4.1	71.8	3	3
53322313	Active	534.700000	38	10	886.0	4.7	140.0	4	7
53322314	Active	469.600000	33	9	782.0	3.7	114.0	3	6
53322904	Active	471.600000	33	10	741.0	4.1	114.0	3	6
53323256	Active	480.600000	34	7	757.0	5.9	84.4	2	6
53323257	Active	492.600000	35	8	778.0	5.7	93.6	2	6
53323258	Active	491.600000	35	8	769.0	5.8	96.4	3	6
53323259	Active	519.700000	37	9	813.0	6.5	96.4	3	6
53323475	Active	361.400000	25	5	545.0	2.5	107.0	1	7
53323476	Active	342.400000	24	5	491.0	3.3	80.6	1	5
53323657	Active	338.400000	25	1	498.0	4.5	48.0	3	3
53323670	Active	517.700000	37	9	849.0	6.3	96.4	3	6
53323671	Active	548.700000	39	10	917.0	5.1	140.0	4	7
53323672	Active	512.600000	36	10	907.0	2.5	148.0	3	7
53323962	Active	521.000000	37	4	891.0	6.5	89.9	3	6
53324599	Active	548.700000	39	10	909.0	5.1	140.0	4	7
53324954	Active	443.600000	31	8	710.0	3.2	114.0	3	6
53325583	Active	390.400000	27	6	577.0	3.3	89.8	1	7
53325612	Active	440.300000	28	6	595.0	5.3	63.8	1	5
53326069	Active	412.500000	29	6	695.0	2.6	127.0	1	8
53326228	Active	377.500000	28	3	580.0	4.4	69.6	3	4
53326229	Active	391.500000	29	4	595.0	4.8	69.6	3	4
53326231	Active	358.800000	25	1	504.0	4.8	48.0	3	3
53326232	Active	376.800000	26	1	536.0	4.9	48.0	3	4
53326245	Active	471.600000	33	9	754.0	4.0	114.0	3	6
53326246	Active	498.600000	35	10	876.0	2.3	157.0	4	7
53326247	Active	524.600000	37	9	953.0	2.6	148.0	3	7
53326538	Active	505.500000	37	4	848.0	6.0	84.6	3	7
53483966	Active	673.200000	46	6	1310.0	5.700	139.0	3	10
53875787	Active	311.300000	22	1	488.0	4.0	38.3	1	6
56589543	Active	293.400000	22	4	410.0	4.4	29.5	0	3
56593851	Active	471.600000	34	5	713.0	4.8	109.0	1	7
56593853	Active	470.500000	34	5	756.0	4.4	122.0	1	7
56593854	Active	504.600000	36	6	773.0	5.6	115.0	1	8
56593984	Active	499.600000	36	5	802.0	4.1	126.0	1	7
56594118	Active	513.600000	37	6	820.0	4.5	126.0	1	7
56594268	Active	541.600000	39	5	878.0	3.8	135.0	1	8
56594269	Active	559.600000	40	5	923.0	3.9	135.0	1	9
56594270	Active	543.600000	39	5	904.0	4.7	126.0	1	8
56594271	Active	579.600000	41	5	991.0	5.0	126.0	1	10
56594272	Active	596.000000	41	5	994.0	5.6	126.0	1	9
56594518	Active	500.600000	36	5	805.0	3.2	138.0	1	8
56594613	Active	299.400000	21	4	408.0	4.1	57.8	0	4
56661440	Active	592.600000	43	5	1210.0	4.900	102.0	2	9
56664884	Active	606.700000	44	5	1240.0	5.000	113.0	3	9
56668302	Active	576.600000	42	4	1190.0	5.000	93.1	2	8
56671781	Active	599.700000	43	5	1210.0	2.900	106.0	2	10
56671782	Active	654.800000	45	6	1270.0	6.000	144.0	2	10
56671783	Active	622.700000	44	6	1230.0	5.400	118.0	2	9
56675193	Active	638.700000	45	6	1260.0	5.000	139.0	3	10
56681836	Active	590.700000	43	5	1200.0	5.300	93.1	2	8
56681837	Active	622.700000	44	6	1230.0	5.400	118.0	2	9
56681838	Active	638.700000	45	6	1270.0	5.000	139.0	3	10
56925477	Active	362.400000	26	2	580.0	3.2	93.8	1	5
56925478	Active	372.400000	27	2	589.0	4.3	76.0	1	4
56925669	Active	381.400000	27	2	623.0	2.7	107.0	1	7
56925791	Active	323.300000	24	2	469.0	3.0	56.2	1	4
56926011	Active	425.800000	29	2	625.0	4.5	56.2	1	7
56949326	Active	562.700000	42	8	1010.0	5.5	113.0	3	5
57390301	Active	486.600000	35	6	729.0	5.5	115.0	1	7
57390331	Active	600.700000	43	7	1180.0	5.900	145.0	1	9
57390332	Active	606.800000	42	7	1170.0	6.300	173.0	1	10
57390369	Active	583.800000	40	7	1100.0	6.400	160.0	1	9
57390753	Active	495.500000	36	2	1100.0	4.4	63.3	1	7
57390754	Active	454.600000	34	3	1030.0	3.5	72.2	1	4
57391329	Active	517.700000	37	4	1020.0	4.400	113.0	2	6
57391330	Active	518.700000	37	4	1030.0	3.900	126.0	2	7
57392164	Active	562.700000	40	7	1130.0	4.600	145.0	1	9
57392560	Active	455.600000	34	3	1010.0	4.3	63.3	1	4
57392780	Active	437.500000	31	7	599.0	6.7	45.2	2	6
57392781	Active	434.400000	31	6	676.0	5.6	69.0	2	7
57392782	Active	506.500000	35	6	941.0	4.8	112.0	2	8
57393091	Active	494.600000	35	4	985.0	3.400	139.0	2	8
57393863	Active	599.700000	43	7	1170.0	6.800	132.0	1	8
57393864	Active	550.700000	39	7	1040.0	4.900	145.0	1	9
57394288	Active	441.600000	33	2	997.0	3.9	63.3	1	4
57394501	Active	409.400000	29	6	555.0	5.9	45.2	2	6
57394818	Active	503.700000	36	4	993.0	4.600	113.0	2	6
57394819	Active	510.700000	35	4	986.0	4.000	154.0	2	8
57394833	Active	524.700000	36	4	1020.0	4.000	154.0	2	8
57394834	Active	534.700000	38	5	1040.0	3.700	139.0	2	8
57395566	Active	456.600000	33	5	683.0	5.5	105.0	1	6
57395588	Active	509.700000	35	4	982.0	4.800	141.0	2	7
57395589	Active	589.700000	42	7	1160.0	6.400	145.0	1	9
57395590	Active	605.800000	42	7	1160.0	7.000	160.0	1	9
57395657	Active	597.700000	43	7	1220.0	6.100	132.0	1	8
57396254	Active	434.400000	31	6	676.0	5.6	69.0	2	7
57396585	Active	520.700000	37	5	1030.0	4.100	118.0	2	6
57396586	Active	535.700000	37	5	1010.0	5.000	141.0	2	7
57396601	Active	523.700000	36	4	1010.0	4.700	141.0	2	7
57396602	Active	507.600000	36	4	1010.0	4.100	126.0	2	7
57396603	Active	481.600000	34	4	931.0	3.600	113.0	2	6
57398040	Active	531.600000	38	6	864.0	4.6	126.0	1	8
57398362	Active	493.600000	35	4	986.0	3.100	142.0	3	7
57398378	Active	517.700000	37	4	1020.0	4.500	113.0	2	6
57398379	Active	518.700000	37	4	1030.0	3.500	126.0	2	7
57399054	Active	470.600000	34	6	698.0	6.0	105.0	1	6
57399075	Active	599.700000	43	7	1170.0	6.800	132.0	1	8
57399499	Active	522.600000	38	3	1160.0	4.4	72.2	1	7
57400021	Active	504.600000	36	4	998.0	3.900	126.0	2	7
57400033	Active	520.700000	37	4	1040.0	3.800	118.0	2	6
57400034	Active	508.600000	36	4	1020.0	3.300	139.0	2	8
57400817	Active	529.700000	36	4	993.0	4.800	141.0	2	8
57400818	Active	559.700000	38	4	1100.0	5.100	141.0	2	9
57400819	Active	523.700000	36	4	1010.0	5.100	141.0	2	7
57400871	Active	603.800000	42	7	1200.0	6.6	160.0	1	9
57401459	Active	517.600000	37	5	847.0	4.2	126.0	1	8
57401460	Active	548.100000	38	6	864.0	5.1	126.0	1	7
57401833	Active	468.600000	33	4	905.0	3.000	126.0	2	7
57402578	Active	558.200000	37	4	1070.0	5.100	141.0	2	7
57402579	Active	602.700000	43	7	1190.0	6.100	137.0	1	8
57403004	Active	427.500000	32	2	966.0	3.5	63.3	1	4
57403199	Active	513.600000	37	6	820.0	4.5	126.0	1	7
57403536	Active	506.700000	36	4	1010.0	3.800	118.0	2	6
57403537	Active	493.600000	35	4	980.0	4.100	126.0	2	7
57403538	Active	453.600000	32	4	870.0	3.200	113.0	2	6
57403554	Active	506.700000	36	4	1010.0	3.800	129.0	3	6
57473899	Active	452.300000	28	5	647.0	5.3	96.4	3	7
57474008	Active	435.500000	30	5	746.0	5.0	94.1	2	7
57651527	Active	436.500000	31	7	679.0	3.9	94.5	1	6
57651532	Active	370.500000	26	6	548.0	4.0	76.7	1	5
57651533	Active	372.500000	26	6	550.0	4.2	79.6	2	4
57651538	Active	383.500000	27	6	565.0	4.4	79.5	2	5
57651564	Active	397.500000	28	6	593.0	4.7	79.5	2	5
57651578	Active	445.700000	27	6	577.0	5.1	76.7	1	5
57651588	Active	384.500000	27	6	565.0	4.3	76.7	1	5
57651604	Active	372.500000	26	6	552.0	3.7	95.3	3	5
57651617	Active	370.500000	26	6	548.0	3.9	76.7	1	5
57651649	Active	397.500000	28	6	593.0	4.8	79.5	2	5
57651658	Active	425.300000	27	6	586.0	4.9	76.7	1	5
57666299	Active	445.900000	32	2	756.0	6.3	50.7	2	4
57666309	Active	487.600000	37	3	865.0	7.3	50.7	2	4
57666312	Active	459.500000	34	3	812.0	4.9	71.0	3	6
57666322	Active	500.600000	37	3	933.0	5.2	71.0	2	6
57666331	Active	445.900000	32	2	764.0	6.3	50.7	2	4
57666350	Active	425.500000	32	2	758.0	6.0	50.7	2	4
57666355	Active	472.500000	35	3	873.0	5.5	83.3	3	7
57666363	Active	514.600000	38	6	886.0	6.4	54.0	2	6
57666378	Active	441.500000	33	3	768.0	5.7	60.0	2	5
57666397	Active	427.500000	32	2	761.0	5.3	71.0	3	5
57666415	Active	425.500000	32	2	750.0	6.0	50.7	2	4
57690890	Active	478.600000	34	8	748.0	5.4	93.6	2	6
57690891	Active	466.600000	33	7	735.0	5.5	84.4	2	6
57690900	Active	511.600000	36	8	839.0	4.0	115.0	2	8
57690902	Active	521.500000	36	7	819.0	6.2	81.6	1	9
57690904	Active	462.600000	33	7	729.0	5.8	84.4	2	5
57690906	Active	449.600000	32	7	702.0	4.3	97.3	2	6
57690907	Active	480.600000	34	7	765.0	5.9	84.4	2	6
57720816	Active	509.600000	37	4	819.0	5.8	75.1	2	7
57720828	Active	594.700000	43	9	970.0	8.4	77.5	1	8
58026134	Active	518.600000	34	7	943.0	3.6	134.0	2	9
58026164	Active	525.600000	36	7	860.0	4.1	104.0	2	9
58026170	Active	483.500000	33	7	830.0	3.2	135.0	3	8
58026176	Active	490.500000	35	7	746.0	3.7	105.0	3	8
58064714	Active	403.500000	30	5	710.0	3.9	105.0	1	6
58064726	Active	404.500000	30	5	712.0	3.2	118.0	1	7
58599563	Active	423.400000	30	5	620.0	4.3	71.0	2	8
58742295	Active	352.500000	26	2	516.0	4.3	60.7	3	3
58742335	Active	353.500000	26	2	522.0	3.2	73.6	3	4
58742348	Active	290.400000	21	1	411.0	3.2	60.7	3	3
58742377	Active	353.500000	26	2	528.0	3.2	73.6	3	4
58742385	Active	359.500000	25	2	519.0	3.3	102.0	3	5
58973277	Active	454.400000	32	3	750.0	4.3	81.6	4	9
59233333	Active	337.500000	25	1	557.0	3.9	46.9	1	3
59233334	Active	359.500000	27	1	615.0	4.5	46.4	1	3
59233337	Active	371.500000	28	1	629.0	4.9	54.9	1	4
59233347	Active	360.500000	27	1	617.0	4.2	59.3	1	4
59233364	Active	360.500000	27	1	617.0	4.7	59.3	1	4
59251049	Active	491.600000	37	8	724.0	7.1	46.9	1	3
59251075	Active	457.600000	34	7	675.0	6.9	46.9	1	3
59251119	Active	483.500000	35	7	701.0	6.6	46.9	1	6
59251186	Active	477.600000	34	8	782.0	5.9	72.4	1	5
59252759	Active	485.600000	35	6	726.0	6.0	101.0	1	6
59252761	Active	454.500000	33	6	671.0	4.7	114.0	1	6
59252776	Active	421.500000	30	7	586.0	3.0	121.0	2	6
59252796	Active	462.600000	33	6	679.0	6.7	88.0	1	5
59252800	Active	422.500000	30	6	598.0	5.6	88.0	1	5
59252821	Active	451.600000	32	7	642.0	5.8	101.0	1	6
59252830	Active	532.500000	34	6	697.0	6.1	101.0	1	5
59252842	Active	395.500000	28	5	557.0	4.1	101.0	1	6
59252846	Active	375.500000	27	5	520.0	4.9	86.0	2	3
59252850	Active	485.600000	35	7	712.0	5.9	101.0	1	6
59252853	Active	467.600000	34	7	678.0	5.4	101.0	1	5
59252854	Active	471.600000	34	6	697.0	5.1	101.0	1	6
59252882	Active	469.600000	34	6	691.0	6.6	75.2	1	4
59272917	Active	654.700000	46	9	1210.0	4.1	146.0	2	10
59272918	Active	620.600000	45	9	1080.0	4.6	130.0	2	10
59272923	Active	606.600000	44	9	1010.0	4.3	113.0	2	9
59339621	Active	508.500000	37	6	778.0	6.0	69.0	1	8
59339738	Active	471.500000	35	7	703.0	4.8	95.1	1	7
59419621	Active	376.500000	27	5	522.0	4.7	87.5	1	4
59786564	Active	481.600000	34	9	732.0	5.7	81.6	1	6
59786572	Active	467.600000	33	8	717.0	5.2	81.6	1	6
59786577	Active	495.600000	35	11	734.0	6.2	81.6	1	6
59786587	Active	481.600000	34	9	734.0	5.7	81.6	1	6
60026286	Active	437.500000	31	6	614.0	5.8	61.8	2	7
60026377	Active	447.500000	32	6	620.0	4.9	61.4	2	7
60026481	Active	408.400000	29	5	570.0	5.6	48.9	2	6
60026483	Active	470.500000	34	6	680.0	6.9	48.9	2	6
60026592	Active	397.400000	28	5	548.0	4.0	82.0	3	8
60026641	Active	465.500000	33	6	658.0	5.0	61.4	2	8
60026675	Active	471.500000	34	6	683.0	6.2	61.8	2	7
60026772	Active	397.400000	28	5	548.0	4.0	82.0	3	8
60026787	Active	495.500000	35	7	706.0	4.9	70.6	2	9
60026802	Active	465.500000	33	6	650.0	5.0	61.4	2	8
60026817	Active	471.500000	34	6	683.0	6.3	61.8	2	7
60026849	Active	409.400000	29	5	573.0	4.9	74.9	3	7
60026878	Active	464.500000	33	6	671.0	5.6	65.0	2	8
60026895	Active	408.400000	29	5	570.0	5.6	48.9	2	6
60168629	Active	381.400000	28	5	804.0	2.7	81.7	1	6
67041274	Active	606.600000	44	9	1010.0	4.6	113.0	2	9
67053383	Active	515.500000	35	8	879.0	3.7	135.0	3	9
67053425	Active	497.500000	34	8	845.0	3.6	135.0	3	8
67472770	Active	522.600000	38	6	815.0	6.8	62.2	2	6
68226610	Active	492.500000	36	4	826.0	5.9	62.2	2	6
68226933	Active	508.500000	37	4	860.0	5.0	79.3	2	7
68833523	Active	350.400000	26	2	554.0	4.0	60.7	3	3
69075970	Active	367.400000	26	6	609.0	3.0	101.0	1	6
69571559	Active	437.500000	31	6	614.0	5.7	52.2	2	7
70681366	Active	468.600000	34	3	871.0	3.600	95.6	3	5
70681401	Active	629.800000	44	5	1170.0	7.0	142.0	2	8
70681433	Active	522.700000	37	5	968.0	3.800	139.0	2	8
70682700	Active	645.300000	38	9	733.0	8.3	49.8	1	6
70683461	Active	462.600000	34	3	871.0	3.500	95.6	3	5
70683462	Active	555.700000	40	5	1020.0	5.3	114.0	2	6
70683502	Active	617.900000	43	5	1130.0	6.9	142.0	2	7
70683527	Active	614.700000	44	5	1170.0	5.6	140.0	2	9
70683528	Active	574.700000	41	5	1050.0	4.8	126.0	2	8
70684785	Active	651.700000	37	9	710.0	8.2	49.8	1	6
70685568	Active	614.800000	44	5	1160.0	6.0	119.0	2	6
70685569	Active	601.800000	43	5	1130.0	6.3	127.0	2	7
70685580	Active	634.800000	46	7	1220.0	6.7	119.0	2	6
70685600	Active	613.700000	44	5	1170.0	6.4	126.0	2	8
70685628	Active	573.700000	41	5	1050.0	5.4	114.0	2	7
70685651	Active	506.700000	36	4	956.0	3.600	126.0	2	7
70687711	Active	561.800000	40	5	1020.0	5.4	114.0	2	6
70687712	Active	562.800000	40	5	1010.0	4.7	126.0	2	7
70687725	Active	611.800000	43	5	1130.0	6.9	142.0	2	7
70687751	Active	641.800000	45	6	1180.0	6.8	151.0	2	8
70687776	Active	607.700000	45	5	1180.0	6.2	97.5	2	7
70687805	Active	489.700000	33	4	878.0	4.100	141.0	2	7
70687806	Active	505.700000	36	4	951.0	4.600	113.0	2	6
70687807	Active	455.600000	32	4	829.0	3.200	113.0	2	6
70689008	Active	635.300000	37	9	707.0	7.7	49.8	1	7
