PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_SCORE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%)
144212021,4,0,inactive,inactive,,0
144209664,11,0,inactive,inactive,,0
144210880,13,0,inactive,inactive,,0
144211469,33,0,inactive,inactive,,0
144210363,34,0,inactive,inactive,,0
144208116,51,0,inactive,inactive,,0
144209087,66,0,inactive,inactive,,0
144207365,72,0,inactive,inactive,,0
144210672,79,0,inactive,inactive,,0
144212646,107,0,inactive,inactive,,0
144203622,119,0,inactive,inactive,,0
144213618,135,0,inactive,inactive,,0
144210954,174,0,inactive,inactive,,0
144211770,176,0,inactive,inactive,,0
144211093,178,0,inactive,inactive,,0
144212835,179,0,inactive,inactive,,0
144209678,180,0,inactive,inactive,,0
144212425,190,0,inactive,inactive,,0
144209359,196,0,inactive,inactive,,0
144203946,204,0,inactive,inactive,,0
144207901,227,0,inactive,inactive,,0
144207832,240,0,inactive,inactive,,0
144209685,241,0,inactive,inactive,,0
144210500,243,0,inactive,inactive,,0
144210364,244,0,inactive,inactive,,0
144211476,247,0,inactive,inactive,,0
144209689,261,0,inactive,inactive,,0
144211106,262,0,inactive,inactive,,0
144207939,263,0,inactive,inactive,,0
144210484,264,0,inactive,inactive,,0
144210473,289,0,inactive,inactive,,0
144208312,300,0,inactive,inactive,,0
144207470,307,0,inactive,inactive,,0
144211164,308,0,inactive,inactive,,0
144210444,311,0,inactive,inactive,,0
144210377,323,0,inactive,inactive,,0
144213114,325,0,inactive,inactive,,0
144211029,326,0,inactive,inactive,,0
144210341,335,0,inactive,inactive,,0
144213426,338,0,inactive,inactive,,0
144212962,342,0,inactive,inactive,,0
144209650,356,0,inactive,inactive,,0
144209713,370,0,inactive,inactive,,0
144210663,379,0,inactive,inactive,,0
144208369,385,0,inactive,inactive,,0
144207563,398,0,inactive,inactive,,0
144207523,447,0,inactive,inactive,,0
144210655,454,0,inactive,inactive,,0
144213965,460,0,inactive,inactive,,0
144205263,464,0,inactive,inactive,,0
144210690,525,0,inactive,inactive,,0
144208269,527,0,inactive,inactive,,0
144210128,541,0,inactive,inactive,,0
144203596,546,0,inactive,inactive,,0
144203632,564,0,inactive,inactive,,0
144210372,568,0,inactive,inactive,,0
144205069,588,0,inactive,inactive,,0
144205319,594,0,inactive,inactive,,0
144212456,597,0,inactive,inactive,,0
144213921,612,0,inactive,inactive,,0
144203593,614,0,inactive,inactive,,0
144208416,650,0,inactive,inactive,,0
144213062,660,0,inactive,inactive,,0
144211972,671,20,active antagonist,active antagonist,,-16.0874
144212756,674,0,inactive,inactive,,0
144211274,679,0,inactive,inactive,,0
144203718,681,0,inactive,inactive,,0
144213981,700,0,inactive,inactive,,0
144208336,701,0,inactive,inactive,,0
144209708,702,0,inactive,inactive,,0
144212755,712,0,inactive,inactive,,0
144213141,713,0,inactive,inactive,,0
144213242,727,0,inactive,inactive,,0
144209646,743,0,inactive,inactive,,0
144207124,750,0,inactive,inactive,,0
144204594,753,0,inactive,inactive,,0
144211615,757,0,inactive,inactive,,0
144210335,785,0,inactive,inactive,,0
144206318,791,0,inactive,inactive,,0
144213662,795,0,inactive,inactive,,0
144213254,798,0,inactive,inactive,,0
144213048,802,0,inactive,inactive,,0
144211682,803,0,inactive,inactive,,0
144211611,807,0,inactive,inactive,,0
144213388,811,0,inactive,inactive,,0
144205870,863,0,inactive,inactive,,0
144213409,864,0,inactive,inactive,,0
144207732,867,0,inactive,inactive,,0
144212369,875,0,inactive,inactive,,0
144205216,876,0,inactive,inactive,,0
144209721,887,0,inactive,inactive,,0
144212352,892,0,inactive,inactive,,0
144213243,896,0,inactive,inactive,,0
144208123,904,0,inactive,inactive,,0
144210328,931,0,inactive,inactive,,0
144213093,936,0,inactive,inactive,,0
144213221,938,0,inactive,inactive,,0
144209011,949,0,inactive,inactive,,0
144208571,957,0,inactive,inactive,,0
144204672,967,0,inactive,inactive,,0
144208413,970,0,inactive,inactive,,0
144209320,971,0,inactive,inactive,,0
144204620,978,0,inactive,inactive,,0
144209642,980,0,inactive,inactive,,0
144208869,985,0,inactive,inactive,,0
144209203,991,0,inactive,inactive,,0
144210343,992,0,inactive,inactive,,0
144203562,994,0,inactive,inactive,,0
144208836,995,0,inactive,inactive,,0
144207012,996,0,inactive,inactive,,0
144208780,998,0,inactive,inactive,,0
144206593,999,0,inactive,inactive,,0
144204604,1004,0,inactive,inactive,,0
144208113,1017,0,inactive,inactive,,0
144205835,1018,0,inactive,inactive,,0
144204554,1030,0,inactive,inactive,,0
144212757,1031,0,inactive,inactive,,0
144203788,1046,0,inactive,inactive,,0
144208158,1049,0,inactive,inactive,,0
144205114,1050,0,inactive,inactive,,0
144206246,1053,0,inactive,inactive,,0
144207193,1054,0,inactive,inactive,,0
144204694,1057,0,inactive,inactive,,0
144209294,1060,0,inactive,inactive,,0
144212368,1066,0,inactive,inactive,,0
144205211,1080,0,inactive,inactive,,0
144207605,1091,0,inactive,inactive,,0
144205165,1110,0,inactive,inactive,,0
144207681,1118,0,inactive,inactive,,0
144203828,1123,0,inactive,inactive,,0
144208915,1133,0,inactive,inactive,,0
144212504,1136,0,inactive,inactive,,0
144204593,1140,0,inactive,inactive,,0
144212672,1146,0,inactive,inactive,,0
144209991,1148,0,inactive,inactive,,0
144206233,1174,0,inactive,inactive,,0
144207112,1175,0,inactive,inactive,,0
144204587,1176,0,inactive,inactive,,0
144207083,1183,0,inactive,inactive,,0
144207208,1254,0,inactive,inactive,,0
144210937,1345,0,inactive,inactive,,0
144203661,1355,0,inactive,inactive,,0
144203840,1359,0,inactive,inactive,,0
144211747,1474,0,inactive,inactive,,0
144213199,1480,0,inactive,inactive,,0
144208471,1483,0,inactive,inactive,,0
144208949,1486,0,inactive,inactive,,0
144211739,1488,0,inactive,inactive,,0
144214041,1489,0,inactive,inactive,,0
144209669,1491,0,inactive,inactive,,0
144208660,1493,0,inactive,inactive,,0
144211914,1533,0,inactive,inactive,,0
144210169,1539,0,inactive,inactive,,0
144208980,1639,0,inactive,inactive,,0
144208448,1672,0,inactive,inactive,,0
144209790,1674,0,inactive,inactive,,0
144203783,1676,0,inactive,inactive,,0
144209658,1678,0,inactive,inactive,,0
144203616,1727,0,inactive,inactive,,0
144204667,1732,0,inactive,inactive,,0
144208439,1752,0,inactive,inactive,,0
144204412,1775,0,inactive,inactive,,0
144203998,1892,0,inactive,inactive,,0
0,1923,42,active agonist,active agonist,13.1529,26.87083333
144203624,1935,0,inactive,inactive,,0
144203623,1967,0,inactive,inactive,,0
144204472,1979,0,inactive,inactive,,0
144207022,1981,0,inactive,inactive,,0
144209402,1982,0,inactive,inactive,,0
144203948,1983,0,inactive,inactive,,0
144204910,1984,0,inactive,inactive,,0
144204889,1985,0,inactive,inactive,,0
144203629,1986,0,inactive,inactive,,0
144209643,1988,0,inactive,inactive,,0
144203618,1989,0,inactive,inactive,,0
144204853,1990,0,inactive,inactive,,0
144206817,1999,0,inactive,inactive,,0
144204526,2000,0,inactive,inactive,,0
144204930,2005,0,inactive,inactive,,0
144206724,2006,0,inactive,inactive,,0
144205373,2018,0,inactive,inactive,,0
144206000,2040,0,inactive,inactive,,0
144203838,2052,0,inactive,inactive,,0
144203839,2061,0,inactive,inactive,,0
144204848,2075,0,inactive,inactive,,0
144209403,2078,0,inactive,inactive,,0
144203617,2081,0,inactive,inactive,,0
144212617,2082,0,inactive,inactive,,0
144203817,2083,0,inactive,inactive,,0
144209425,2086,0,inactive,inactive,,0
144205245,2118,0,inactive,inactive,,0
144203635,2119,0,inactive,inactive,,0
144204464,2120,0,inactive,inactive,,0
144204900,2122,0,inactive,inactive,,0
144203636,2123,0,inactive,inactive,,0
144203619,2130,0,inactive,inactive,,0
144212246,2140,0,inactive,inactive,,0
144203628,2141,0,inactive,inactive,,0
144203957,2145,0,inactive,inactive,,0
144203896,2148,0,inactive,inactive,,0
144204928,2149,0,inactive,inactive,,0
144206903,2151,0,inactive,inactive,,0
144204378,2153,0,inactive,inactive,,0
144204644,2155,0,inactive,inactive,,0
144206943,2159,0,inactive,inactive,,0
144206029,2161,0,inactive,inactive,,0
144206419,2164,0,inactive,inactive,,0
144203615,2170,0,inactive,inactive,,0
144205780,2176,51,active agonist,active agonist,7.85827,97.1665
144205791,2187,0,inactive,inactive,,0
144206028,2194,0,inactive,inactive,,0
144203637,2196,0,inactive,inactive,,0
144204923,2197,0,inactive,inactive,,0
144210140,2201,0,inactive,inactive,,0
144204666,2202,0,inactive,inactive,,0
144203893,2206,0,inactive,inactive,,0
144206554,2225,0,inactive,inactive,,0
144203630,2230,0,inactive,inactive,,0
144203627,2244,0,inactive,inactive,,0
144212743,2249,0,inactive,inactive,,0
144209184,2256,0,inactive,inactive,,0
144204457,2264,0,inactive,inactive,,0
144203625,2265,0,inactive,inactive,,0
144203614,2266,0,inactive,inactive,,0
144209163,2268,0,inactive,inactive,,0
144208656,2272,0,inactive,inactive,,0
144206352,2273,0,inactive,inactive,,0
144203641,2284,0,inactive,inactive,,0
144209339,2286,0,inactive,inactive,,0
144205358,2292,0,inactive,inactive,,0
144205203,2294,0,inactive,inactive,,0
144203903,2310,0,inactive,inactive,,0
144208760,2314,0,inactive,inactive,,0
144203916,2315,0,inactive,inactive,,0
144209468,2319,0,inactive,inactive,,0
144204148,2320,42,active agonist,active agonist,11.0241,27.8567
144209149,2328,0,inactive,inactive,,0
144207819,2331,0,inactive,inactive,,0
144203592,2333,0,inactive,inactive,,0
144207908,2336,50,active agonist,active agonist,2.80723,63.4554
144203942,2337,0,inactive,inactive,,0
144203938,2343,0,inactive,inactive,,0
144204925,2345,0,inactive,inactive,,0
144208389,2346,0,inactive,inactive,,0
144210189,2347,0,inactive,inactive,,0
144203604,2348,0,inactive,inactive,,0
144203640,2351,0,inactive,inactive,,0
144209555,2355,0,inactive,inactive,,0
144212341,2361,0,inactive,inactive,,0
144204577,2365,0,inactive,inactive,,0
144203642,2369,0,inactive,inactive,,0
144210703,2374,0,inactive,inactive,,0
144204477,2377,0,inactive,inactive,,0
144204023,2391,0,inactive,inactive,,0
144203850,2435,0,inactive,inactive,,0
144204094,2446,0,inactive,inactive,,0
144205368,2447,0,inactive,inactive,,0
144204116,2448,0,inactive,inactive,,0
144206327,2449,0,inactive,inactive,,0
144205632,2450,0,inactive,inactive,,0
144207150,2451,0,inactive,inactive,,0
144206890,2461,0,inactive,inactive,,0
144204073,2466,0,inactive,inactive,,0
144205717,2468,0,inactive,inactive,,0
144203639,2471,0,inactive,inactive,,0
144203643,2477,0,inactive,inactive,,0
144204589,2478,0,inactive,inactive,,0
144203979,2480,0,inactive,inactive,,0
144203943,2482,0,inactive,inactive,,0
144211084,2513,0,inactive,inactive,,0
144206697,2515,0,inactive,inactive,,0
144207846,2518,0,inactive,inactive,,0
144208883,2519,0,inactive,inactive,,0
144203851,2520,0,inactive,inactive,,0
144207435,2537,0,inactive,inactive,,0
144206711,2557,0,inactive,inactive,,0
144204460,2562,0,inactive,inactive,,0
144209153,2566,0,inactive,inactive,,0
144206299,2569,0,inactive,inactive,,0
144203673,2576,0,inactive,inactive,,0
144205017,2577,0,inactive,inactive,,0
144203648,2578,0,inactive,inactive,,0
144204916,2581,0,inactive,inactive,,0
144205162,2682,0,inactive,inactive,,0
144205167,2707,0,inactive,inactive,,0
144203647,2708,0,inactive,inactive,,0
144205120,2712,0,inactive,inactive,,0
144203644,2717,0,inactive,inactive,,0
144203658,2720,0,inactive,inactive,,0
144212364,2723,0,inactive,inactive,,0
144204038,2724,0,inactive,inactive,,0
144203653,2727,0,inactive,inactive,,0
144209064,2728,0,inactive,inactive,,0
144209581,2730,0,inactive,inactive,,0
144203920,2732,0,inactive,inactive,,0
144203656,2733,0,inactive,inactive,,0
144204929,2741,0,inactive,inactive,,0
144203670,2753,0,inactive,inactive,,0
144203649,2754,0,inactive,inactive,,0
144204459,2755,0,inactive,inactive,,0
144203657,2756,0,inactive,inactive,,0
144204712,2758,0,inactive,inactive,,0
144203672,2762,0,inactive,inactive,,0
144205674,2763,0,inactive,inactive,,0
144203646,2765,0,inactive,inactive,,0
144204562,2767,0,inactive,inactive,,0
144204250,2769,0,inactive,inactive,,0
144211259,2775,0,inactive,inactive,,0
144205569,2783,0,inactive,inactive,,0
144206010,2787,0,inactive,inactive,,0
144206161,2789,0,inactive,inactive,,0
144204067,2794,0,inactive,inactive,,0
144206265,2795,0,inactive,inactive,,0
144209612,2796,0,inactive,inactive,,0
144204037,2797,0,inactive,inactive,,0
144203668,2801,0,inactive,inactive,,0
144203669,2803,0,inactive,inactive,,0
144204026,2804,0,inactive,inactive,,0
144205054,2817,0,inactive,inactive,,0
144204842,2871,0,inactive,inactive,,0
144206791,2879,0,inactive,inactive,,0
144203997,2883,0,inactive,inactive,,0
144205278,2893,41,active agonist,active agonist,25.8222,24.4614
144205812,2898,0,inactive,inactive,,0
144204032,2904,0,inactive,inactive,,0
144203675,2910,0,inactive,inactive,,0
144207128,2912,0,inactive,inactive,,0
144203663,2913,0,inactive,inactive,,0
144204722,2942,0,inactive,inactive,,0
144210697,2943,0,inactive,inactive,,0
144204673,2950,0,inactive,inactive,,0
144203922,2955,0,inactive,inactive,,0
144207082,2969,0,inactive,inactive,,0
144205982,2972,0,inactive,inactive,,0
144207042,2997,0,inactive,inactive,,0
144203853,2998,40,active agonist,active agonist,,15.0597
144206622,3016,0,inactive,inactive,,0
144204628,3017,0,inactive,inactive,,0
144203683,3019,0,inactive,inactive,,0
144204861,3023,0,inactive,inactive,,0
144207608,3024,0,inactive,inactive,,0
144203932,3025,0,inactive,inactive,,0
144208927,3026,0,inactive,inactive,,0
144208554,3030,0,inactive,inactive,,0
144211108,3031,0,inactive,inactive,,0
144208458,3035,0,inactive,inactive,,0
144203952,3038,0,inactive,inactive,,0
144204603,3039,0,inactive,inactive,,0
144207120,3042,0,inactive,inactive,,0
144203682,3053,0,inactive,inactive,,0
144204556,3054,20,active antagonist,active antagonist,,-17.7653
144206624,3055,0,inactive,inactive,,0
144204149,3059,0,inactive,inactive,,0
144208910,3073,0,inactive,inactive,,0
144204139,3074,0,inactive,inactive,,0
144204030,3081,0,inactive,inactive,,0
144209444,3082,0,inactive,inactive,,0
144206752,3089,0,inactive,inactive,,0
144208816,3090,0,inactive,inactive,,0
144204927,3092,0,inactive,inactive,,0
144203678,3100,0,inactive,inactive,,0
144207014,3102,0,inactive,inactive,,0
144203684,3108,0,inactive,inactive,,0
144204278,3114,0,inactive,inactive,,0
144204408,3115,0,inactive,inactive,,0
144214033,3117,0,inactive,inactive,,0
144209541,3118,0,inactive,inactive,,0
144204844,3120,0,inactive,inactive,,0
144204642,3121,0,inactive,inactive,,0
144203607,3151,0,inactive,inactive,,0
144204012,3168,0,inactive,inactive,,0
144204393,3169,0,inactive,inactive,,0
144203995,3182,0,inactive,inactive,,0
144203691,3194,0,inactive,inactive,,0
144210197,3220,0,inactive,inactive,,0
144210414,3225,0,inactive,inactive,,0
144205979,3226,0,inactive,inactive,,0
144204239,3229,0,inactive,inactive,,0
144204135,3242,0,inactive,inactive,,0
144207013,3259,0,inactive,inactive,,0
144206162,3261,0,inactive,inactive,,0
144205399,3275,0,inactive,inactive,,0
144204150,3276,0,inactive,inactive,,0
144208300,3278,0,inactive,inactive,,0
144204707,3282,0,inactive,inactive,,0
144210495,3286,0,inactive,inactive,,0
144214043,3289,0,inactive,inactive,,0
144203921,3291,0,inactive,inactive,,0
144203934,3292,0,inactive,inactive,,0
144203939,3293,0,inactive,inactive,,0
144206885,3300,0,inactive,inactive,,0
144204696,3301,0,inactive,inactive,,0
144207615,3305,0,inactive,inactive,,0
144206484,3307,0,inactive,inactive,,0
144204195,3308,0,inactive,inactive,,0
144206828,3309,0,inactive,inactive,,0
144204685,3314,0,inactive,inactive,,0
144204956,3316,0,inactive,inactive,,0
144204995,3324,0,inactive,inactive,,0
144203704,3325,0,inactive,inactive,,0
144204151,3326,0,inactive,inactive,,0
144203696,3331,0,inactive,inactive,,0
144204100,3332,0,inactive,inactive,,0
144203706,3333,0,inactive,inactive,,0
144204189,3335,0,inactive,inactive,,0
144205250,3337,0,inactive,inactive,,0
144206237,3338,0,inactive,inactive,,0
144203698,3339,0,inactive,inactive,,0
144203703,3341,0,inactive,inactive,,0
144206164,3345,0,inactive,inactive,,0
144204708,3346,0,inactive,inactive,,0
144213274,3347,0,inactive,inactive,,0
144204852,3352,0,inactive,inactive,,0
144203702,3356,0,inactive,inactive,,0
144206106,3357,0,inactive,inactive,,0
144204893,3362,0,inactive,inactive,,0
144204972,3365,0,inactive,inactive,,0
144204066,3366,0,inactive,inactive,,0
144203697,3372,0,inactive,inactive,,0
144203699,3373,0,inactive,inactive,,0
144204391,3374,0,inactive,inactive,,0
144203701,3385,0,inactive,inactive,,0
144203695,3386,0,inactive,inactive,,0
144205754,3393,0,inactive,inactive,,0
144204098,3394,0,inactive,inactive,,0
144206486,3395,0,inactive,inactive,,0
144203705,3397,0,inactive,inactive,,0
144204105,3418,0,inactive,inactive,,0
144203694,3433,0,inactive,inactive,,0
144203873,3440,0,inactive,inactive,,0
144203700,3442,0,inactive,inactive,,0
144212751,3444,0,inactive,inactive,,0
144203708,3446,0,inactive,inactive,,0
144203822,3448,0,inactive,inactive,,0
144204164,3463,0,inactive,inactive,,0
144204141,3475,0,inactive,inactive,,0
144204264,3476,0,inactive,inactive,,0
144203707,3478,0,inactive,inactive,,0
144204634,3485,0,inactive,inactive,,0
144205194,3487,0,inactive,inactive,,0
144203709,3488,0,inactive,inactive,,0
144206873,3489,0,inactive,inactive,,0
144205079,3515,0,inactive,inactive,,0
144203940,3516,0,inactive,inactive,,0
144204483,3517,0,inactive,inactive,,0
144204655,3552,0,inactive,inactive,,0
144203713,3559,0,inactive,inactive,,0
144206294,3561,42,active agonist,active agonist,,17.3004
144204584,3562,0,inactive,inactive,,0
144205019,3599,0,inactive,inactive,,0
144205589,3604,0,inactive,inactive,,0
144203975,3607,0,inactive,inactive,,0
144205214,3608,0,inactive,inactive,,0
144204653,3610,0,inactive,inactive,,0
144204406,3627,0,inactive,inactive,,0
144204082,3634,41,active agonist,active agonist,22.4831,26.2072
144203716,3639,0,inactive,inactive,,0
144203973,3647,0,inactive,inactive,,0
144203719,3657,0,inactive,inactive,,0
144207118,3658,0,inactive,inactive,,0
144207052,3671,0,inactive,inactive,,0
144203721,3672,0,inactive,inactive,,0
144203734,3676,0,inactive,inactive,,0
144205068,3681,61,active agonist,active agonist,0.848517,101.783
144205417,3686,0,inactive,inactive,,0
144204466,3689,0,inactive,inactive,,0
144204090,3690,0,inactive,inactive,,0
144203725,3696,0,inactive,inactive,,0
144205663,3698,0,inactive,inactive,,0
144204326,3702,0,inactive,inactive,,0
144206720,3705,0,inactive,inactive,,0
144214016,3712,0,inactive,inactive,,0
144206660,3715,0,inactive,inactive,,0
144204869,3718,0,inactive,inactive,,0
144204899,3723,0,inactive,inactive,,0
144204262,3724,0,inactive,inactive,,0
144207412,3727,0,inactive,inactive,,0
144205839,3730,0,inactive,inactive,,0
144207160,3731,0,inactive,inactive,,0
144203945,3735,0,inactive,inactive,,0
144204235,3736,0,inactive,inactive,,0
144207053,3739,0,inactive,inactive,,0
144206809,3740,0,inactive,inactive,,0
144204260,3741,0,inactive,inactive,,0
144204215,3742,0,inactive,inactive,,0
144206678,3743,0,inactive,inactive,,0
144205085,3747,0,inactive,inactive,,0
144204986,3749,0,inactive,inactive,,0
144203887,3759,0,inactive,inactive,,0
144206238,3763,0,inactive,inactive,,0
144207189,3767,0,inactive,inactive,,0
144203913,3775,0,inactive,inactive,,0
144204590,3776,0,inactive,inactive,,0
144205786,3778,0,inactive,inactive,,0
144203723,3779,0,inactive,inactive,,0
144204241,3784,0,inactive,inactive,,0
144205256,3821,0,inactive,inactive,,0
144204416,3822,0,inactive,inactive,,0
144204145,3825,0,inactive,inactive,,0
144203727,3827,0,inactive,inactive,,0
144203925,3828,0,inactive,inactive,,0
144211531,3830,0,inactive,inactive,,0
144204365,3840,0,inactive,inactive,,0
144203730,3878,0,inactive,inactive,,0
144203735,3883,0,inactive,inactive,,0
144210146,3884,0,inactive,inactive,,0
144209347,3893,0,inactive,inactive,,0
144203733,3899,0,inactive,inactive,,0
144204270,3902,0,inactive,inactive,,0
144204084,3926,0,inactive,inactive,,0
144203728,3932,0,inactive,inactive,,0
144205776,3936,44,active agonist,active agonist,16.9301,57.9608
144206023,3950,0,inactive,inactive,,0
144203731,3955,0,inactive,inactive,,0
144203736,3957,0,inactive,inactive,,0
144205222,3958,0,inactive,inactive,,0
144204988,3961,0,inactive,inactive,,0
144203729,3965,0,inactive,inactive,,0
144204379,3969,0,inactive,inactive,,0
144204726,4004,0,inactive,inactive,,0
144205767,4006,0,inactive,inactive,,0
144203751,4011,0,inactive,inactive,,0
144205630,4021,0,inactive,inactive,,0
144204171,4030,0,inactive,inactive,,0
144203749,4032,0,inactive,inactive,,0
144206658,4041,0,inactive,inactive,,0
144203895,4044,0,inactive,inactive,,0
144206878,4047,0,inactive,inactive,,0
144203750,4054,0,inactive,inactive,,0
144203885,4055,0,inactive,inactive,,0
144204909,4059,0,inactive,inactive,,0
144204614,4064,0,inactive,inactive,,0
144207197,4066,0,inactive,inactive,,0
144203935,4075,0,inactive,inactive,,0
144203603,4078,0,inactive,inactive,,0
144212687,4091,0,inactive,inactive,,0
144208024,4093,0,inactive,inactive,,0
144209448,4096,0,inactive,inactive,,0
144206305,4099,0,inactive,inactive,,0
144204015,4100,0,inactive,inactive,,0
144207004,4101,0,inactive,inactive,,0
144204005,4107,0,inactive,inactive,,0
144211435,4109,0,inactive,inactive,,0
144203983,4114,0,inactive,inactive,,0
144214036,4115,0,inactive,inactive,,0
144206179,4116,0,inactive,inactive,,0
144206003,4121,0,inactive,inactive,,0
144209501,4130,0,inactive,inactive,,0
144208741,4133,0,inactive,inactive,,0
144209292,4156,0,inactive,inactive,,0
144204046,4165,0,inactive,inactive,,0
144203739,4168,0,inactive,inactive,,0
144208574,4169,0,inactive,inactive,,0
144203737,4170,0,inactive,inactive,,0
144203992,4173,0,inactive,inactive,,0
144203874,4174,0,inactive,inactive,,0
144205666,4197,0,inactive,inactive,,0
144203744,4201,0,inactive,inactive,,0
144204516,4205,0,inactive,inactive,,0
144204522,4235,0,inactive,inactive,,0
144205023,4236,0,inactive,inactive,,0
144206111,4237,0,inactive,inactive,,0
144206880,4257,0,inactive,inactive,,0
144207370,4276,0,inactive,inactive,,0
144204654,4284,0,inactive,inactive,,0
144211516,4348,0,inactive,inactive,,0
144204198,4409,0,inactive,inactive,,0
144205792,4410,0,inactive,inactive,,0
144203756,4418,0,inactive,inactive,,0
144208839,4420,0,inactive,inactive,,0
144204386,4421,0,inactive,inactive,,0
144204533,4463,0,inactive,inactive,,0
144203759,4472,0,inactive,inactive,,0
144203762,4474,20,active antagonist,active antagonist,,-15.057
144206677,4476,0,inactive,inactive,,0
144203760,4477,0,inactive,inactive,,0
144203763,4485,0,inactive,inactive,,0
144204070,4487,0,inactive,inactive,,0
144203757,4488,0,inactive,inactive,,0
144203764,4493,0,inactive,inactive,,0
144203758,4495,0,inactive,inactive,,0
144205758,4496,64,active agonist,active agonist,0.441903,99.6168
144203754,4500,0,inactive,inactive,,0
144205154,4506,0,inactive,inactive,,0
144203752,4507,20,active antagonist,active antagonist,23.9145,-20.154
144204693,4509,0,inactive,inactive,,0
144204874,4511,0,inactive,inactive,,0
144204242,4513,0,inactive,inactive,,0
144206537,4514,0,inactive,inactive,,0
144212072,4528,0,inactive,inactive,,0
144204233,4539,0,inactive,inactive,,0
144203755,4567,0,inactive,inactive,,0
144203766,4581,0,inactive,inactive,,0
144204254,4583,0,inactive,inactive,,0
144204237,4594,0,inactive,inactive,,0
144206599,4595,0,inactive,inactive,,0
144205467,4602,0,inactive,inactive,,0
144209081,4610,0,inactive,inactive,,0
144204144,4612,0,inactive,inactive,,0
144203610,4614,0,inactive,inactive,,0
144203770,4615,0,inactive,inactive,,0
144205125,4616,0,inactive,inactive,,0
144203958,4621,0,inactive,inactive,,0
144203769,4626,0,inactive,inactive,,0
144203767,4628,0,inactive,inactive,,0
144203969,4632,0,inactive,inactive,,0
144203768,4636,0,inactive,inactive,,0
144203965,4641,0,inactive,inactive,,0
144209218,4650,0,inactive,inactive,,0
144203665,4652,0,inactive,inactive,,0
144210088,4654,0,inactive,inactive,,0
144203773,4671,0,inactive,inactive,,0
144205217,4674,0,inactive,inactive,,0
144206231,4677,0,inactive,inactive,,0
144212977,4678,0,inactive,inactive,,0
144205030,4679,0,inactive,inactive,,0
144204579,4684,0,inactive,inactive,,0
144204845,4685,0,inactive,inactive,,0
144206062,4723,0,inactive,inactive,,0
144206843,4726,0,inactive,inactive,,0
144205108,4737,0,inactive,inactive,,0
144203774,4740,0,inactive,inactive,,0
144206523,4744,0,inactive,inactive,,0
144204970,4747,0,inactive,inactive,,0
144203784,4748,0,inactive,inactive,,0
144204878,4753,0,inactive,inactive,,0
144209124,4754,0,inactive,inactive,,0
144203926,4760,0,inactive,inactive,,0
144205266,4763,0,inactive,inactive,,0
144209417,4764,0,inactive,inactive,,0
144205718,4765,0,inactive,inactive,,0
144203563,4766,0,inactive,inactive,,0
144204849,4767,0,inactive,inactive,,0
144203638,4768,0,inactive,inactive,,0
144205768,4770,0,inactive,inactive,,0
144203793,4781,0,inactive,inactive,,0
144206805,4783,0,inactive,inactive,,0
144210716,4790,0,inactive,inactive,,0
144209492,4793,0,inactive,inactive,,0
144203931,4806,0,inactive,inactive,,0
144210722,4807,20,active antagonist,active antagonist,,-16.6235
144203741,4810,0,inactive,inactive,,0
144206011,4820,0,inactive,inactive,,0
144203772,4828,0,inactive,inactive,,0
144204206,4831,0,inactive,inactive,,0
144207113,4837,0,inactive,inactive,,0
144204955,4842,0,inactive,inactive,,0
144203780,4843,0,inactive,inactive,,0
144203771,4847,0,inactive,inactive,,0
144203790,4848,0,inactive,inactive,,0
144204212,4849,44,active agonist,active agonist,8.75673,39.4536
144203796,4850,0,inactive,inactive,,0
144204138,4855,0,inactive,inactive,,0
144206688,4870,0,inactive,inactive,,0
144211610,4875,0,inactive,inactive,,0
144204479,4883,0,inactive,inactive,,0
144206505,4887,0,inactive,inactive,,0
144206154,4888,0,inactive,inactive,,0
144206168,4890,0,inactive,inactive,,0
144204211,4891,0,inactive,inactive,,0
144207195,4893,0,inactive,inactive,,0
144203573,4904,0,inactive,inactive,,0
144203789,4909,0,inactive,inactive,,0
144203879,4911,0,inactive,inactive,,0
144204156,4912,0,inactive,inactive,,0
144203797,4913,0,inactive,inactive,,0
144212055,4915,0,inactive,inactive,,0
144204108,4922,0,inactive,inactive,,0
144209296,4928,0,inactive,inactive,,0
144209536,4929,0,inactive,inactive,,0
144204478,4930,0,inactive,inactive,,0
144203779,4932,0,inactive,inactive,,0
144208972,4933,0,inactive,inactive,,0
144209244,4936,0,inactive,inactive,,0
144208592,4937,0,inactive,inactive,,0
144203798,4938,0,inactive,inactive,,0
144203685,4943,0,inactive,inactive,,0
144209166,4944,0,inactive,inactive,,0
144207080,4947,0,inactive,inactive,,0
144206004,4963,41,active agonist,active agonist,23.3627,30.5761
144212258,4964,0,inactive,inactive,,0
144204022,4977,0,inactive,inactive,,0
144206447,4980,0,inactive,inactive,,0
144204540,4990,0,inactive,inactive,,0
144203781,4992,0,inactive,inactive,,0
144203883,4993,0,inactive,inactive,,0
144203919,4994,0,inactive,inactive,,0
144205090,5002,0,inactive,inactive,,0
144204965,5037,0,inactive,inactive,,0
144205013,5042,0,inactive,inactive,,0
144209336,5053,0,inactive,inactive,,0
144204691,5054,0,inactive,inactive,,0
144204959,5055,0,inactive,inactive,,0
144203803,5070,0,inactive,inactive,,0
